q	r	ANI	n1	n2
barcode06.fasta	barcode76.fasta	99.9808	1685	1691
barcode06.fasta	barcode29.fasta	99.9732	1684	1691
barcode06.fasta	barcode24.fasta	99.9716	1686	1691
barcode06.fasta	barcode19.fasta	99.9632	1685	1691
barcode06.fasta	barcode25.fasta	99.9609	1674	1691
barcode06.fasta	barcode77.fasta	99.9383	1685	1691
barcode06.fasta	barcode35.fasta	99.9351	1678	1691
barcode06.fasta	barcode16.fasta	99.9249	1672	1691
barcode06.fasta	barcode82.fasta	99.7511	1655	1691
barcode06.fasta	barcode68.fasta	99.1984	1657	1691
barcode06.fasta	barcode75.fasta	99.1974	1656	1691
barcode06.fasta	barcode67.fasta	99.1879	1661	1691
barcode06.fasta	barcode13.fasta	99.1787	1659	1691
barcode06.fasta	barcode39.fasta	99.1778	1663	1691
barcode06.fasta	barcode74.fasta	98.8727	1635	1691
barcode06.fasta	barcode78.fasta	98.7401	1575	1691
barcode06.fasta	barcode22.fasta	98.7056	1582	1691
barcode06.fasta	barcode73.fasta	98.6708	1576	1691
barcode06.fasta	barcode08.fasta	98.6664	1581	1691
barcode06.fasta	barcode71.fasta	98.6571	1591	1691
barcode06.fasta	barcode27.fasta	98.6563	1584	1691
barcode06.fasta	barcode17.fasta	98.6545	1598	1691
barcode06.fasta	barcode34.fasta	98.6392	1583	1691
barcode06.fasta	barcode11.fasta	98.636	1581	1691
barcode06.fasta	barcode07.fasta	98.6291	1582	1691
barcode06.fasta	barcode20.fasta	98.6237	1581	1691
barcode06.fasta	barcode72.fasta	98.6176	1580	1691
barcode06.fasta	barcode80.fasta	98.6125	1583	1691
barcode06.fasta	barcode85.fasta	98.6093	1591	1691
barcode06.fasta	barcode50.fasta	98.5913	1593	1691
barcode06.fasta	barcode87.fasta	98.5876	1584	1691
barcode06.fasta	barcode33.fasta	98.5431	1566	1691
barcode06.fasta	barcode26.fasta	98.5417	1595	1691
barcode06.fasta	barcode21.fasta	98.4972	1585	1691
barcode06.fasta	barcode86.fasta	98.4758	1592	1691
barcode06.fasta	barcode79.fasta	98.4733	1588	1691
barcode06.fasta	barcode10.fasta	98.4684	1594	1691
barcode06.fasta	barcode05.fasta	98.4458	1582	1691
barcode06.fasta	barcode38.fasta	98.4428	1574	1691
barcode06.fasta	barcode30.fasta	98.4255	1595	1691
barcode06.fasta	barcode88.fasta	98.3613	1578	1691
barcode06.fasta	barcode28.fasta	98.3098	1570	1691
barcode06.fasta	barcode84.fasta	98.2892	1570	1691
barcode06.fasta	barcode18.fasta	98.2883	1568	1691
barcode06.fasta	barcode12.fasta	98.27	1566	1691
barcode06.fasta	barcode40.fasta	97.8296	1548	1691
barcode06.fasta	barcode09.fasta	97.8008	1550	1691
barcode06.fasta	barcode83.fasta	97.3354	1514	1691
barcode06.fasta	barcode41.fasta	97.3136	1530	1691
barcode06.fasta	barcode02.fasta	97.3089	1525	1691
barcode06.fasta	barcode36.fasta	97.2901	1527	1691
barcode06.fasta	barcode63.fasta	97.288	1528	1691
barcode06.fasta	barcode66.fasta	97.2859	1505	1691
barcode06.fasta	barcode70.fasta	97.2838	1528	1691
barcode06.fasta	barcode52.fasta	97.2826	1540	1691
barcode06.fasta	barcode47.fasta	97.2778	1528	1691
barcode06.fasta	barcode93.fasta	97.2756	1525	1691
barcode06.fasta	barcode45.fasta	97.274	1538	1691
barcode06.fasta	barcode69.fasta	97.2649	1522	1691
barcode06.fasta	barcode89.fasta	97.2619	1518	1691
barcode06.fasta	barcode46.fasta	97.2582	1517	1691
barcode06.fasta	barcode92.fasta	97.2539	1549	1691
barcode06.fasta	barcode61.fasta	97.252	1546	1691
barcode06.fasta	barcode04.fasta	97.2494	1539	1691
barcode06.fasta	barcode42.fasta	97.2453	1528	1691
barcode06.fasta	barcode95.fasta	97.2419	1526	1691
barcode06.fasta	barcode51.fasta	97.2394	1523	1691
barcode06.fasta	barcode32.fasta	97.238	1522	1691
barcode06.fasta	barcode56.fasta	97.237	1523	1691
barcode06.fasta	barcode54.fasta	97.2361	1519	1691
barcode06.fasta	barcode55.fasta	97.2354	1546	1691
barcode06.fasta	barcode57.fasta	97.2348	1524	1691
barcode06.fasta	barcode64.fasta	97.2299	1536	1691
barcode06.fasta	barcode81.fasta	97.2283	1534	1691
barcode06.fasta	barcode31.fasta	97.2229	1539	1691
barcode06.fasta	barcode60.fasta	97.2214	1537	1691
barcode06.fasta	barcode01.fasta	97.2189	1543	1691
barcode06.fasta	barcode53.fasta	97.211	1538	1691
barcode06.fasta	barcode62.fasta	97.2037	1536	1691
barcode06.fasta	barcode44.fasta	97.2037	1528	1691
barcode06.fasta	barcode43.fasta	97.1963	1532	1691
barcode06.fasta	barcode91.fasta	97.1952	1532	1691
barcode06.fasta	barcode48.fasta	97.1921	1528	1691
barcode06.fasta	barcode96.fasta	97.192	1539	1691
barcode06.fasta	barcode49.fasta	97.192	1533	1691
barcode06.fasta	barcode03.fasta	97.1913	1531	1691
barcode06.fasta	barcode37.fasta	97.1905	1535	1691
barcode06.fasta	barcode14.fasta	97.1828	1537	1691
barcode06.fasta	barcode65.fasta	97.1789	1524	1691
barcode06.fasta	barcode59.fasta	97.1754	1539	1691
barcode06.fasta	barcode58.fasta	97.1735	1549	1691
barcode06.fasta	barcode15.fasta	97.1544	1545	1691
barcode06.fasta	barcode90.fasta	96.6183	1494	1691
barcode07.fasta	barcode07.fasta	100	1694	1694
barcode07.fasta	barcode27.fasta	99.9678	1683	1694
barcode07.fasta	barcode17.fasta	99.4837	1632	1694
barcode07.fasta	barcode72.fasta	99.4759	1635	1694
barcode07.fasta	barcode20.fasta	99.4728	1639	1694
barcode07.fasta	barcode71.fasta	99.4657	1645	1694
barcode07.fasta	barcode87.fasta	99.4468	1644	1694
barcode07.fasta	barcode85.fasta	99.435	1630	1694
barcode07.fasta	barcode34.fasta	99.4266	1631	1694
barcode07.fasta	barcode11.fasta	99.4199	1639	1694
barcode07.fasta	barcode26.fasta	99.4183	1634	1694
barcode07.fasta	barcode80.fasta	99.4023	1628	1694
barcode07.fasta	barcode50.fasta	99.3998	1634	1694
barcode07.fasta	barcode78.fasta	99.1869	1606	1694
barcode07.fasta	barcode22.fasta	99.1575	1615	1694
barcode07.fasta	barcode21.fasta	99.147	1623	1694
barcode07.fasta	barcode33.fasta	98.9038	1623	1694
barcode07.fasta	barcode30.fasta	98.8364	1618	1694
barcode07.fasta	barcode86.fasta	98.8124	1604	1694
barcode07.fasta	barcode75.fasta	98.8028	1589	1694
barcode07.fasta	barcode68.fasta	98.7966	1577	1694
barcode07.fasta	barcode39.fasta	98.7931	1586	1694
barcode07.fasta	barcode10.fasta	98.788	1610	1694
barcode07.fasta	barcode13.fasta	98.7798	1581	1694
barcode07.fasta	barcode67.fasta	98.7789	1579	1694
barcode07.fasta	barcode16.fasta	98.6848	1571	1694
barcode07.fasta	barcode82.fasta	98.6743	1580	1694
barcode07.fasta	barcode19.fasta	98.6567	1574	1694
barcode07.fasta	barcode24.fasta	98.6472	1573	1694
barcode07.fasta	barcode06.fasta	98.6403	1579	1694
barcode07.fasta	barcode88.fasta	98.6368	1613	1694
barcode07.fasta	barcode77.fasta	98.6307	1581	1694
barcode07.fasta	barcode23.fasta	98.6257	1581	1694
barcode07.fasta	barcode12.fasta	98.6237	1600	1694
barcode07.fasta	barcode94.fasta	98.6132	1578	1694
barcode07.fasta	barcode35.fasta	98.6108	1575	1694
barcode07.fasta	barcode76.fasta	98.6034	1586	1694
barcode07.fasta	barcode29.fasta	98.5972	1585	1694
barcode07.fasta	barcode84.fasta	98.5912	1607	1694
barcode07.fasta	barcode25.fasta	98.5903	1589	1694
barcode07.fasta	barcode18.fasta	98.5876	1597	1694
barcode07.fasta	barcode28.fasta	98.579	1609	1694
barcode07.fasta	barcode74.fasta	98.5334	1573	1694
barcode07.fasta	barcode73.fasta	98.3986	1566	1694
barcode07.fasta	barcode08.fasta	98.3885	1561	1694
barcode07.fasta	barcode05.fasta	98.3347	1567	1694
barcode07.fasta	barcode38.fasta	98.3188	1551	1694
barcode07.fasta	barcode79.fasta	98.2983	1566	1694
barcode07.fasta	barcode40.fasta	97.7884	1554	1694
barcode07.fasta	barcode09.fasta	97.7486	1559	1694
barcode07.fasta	barcode55.fasta	97.4103	1532	1694
barcode07.fasta	barcode04.fasta	97.401	1537	1694
barcode07.fasta	barcode83.fasta	97.3943	1533	1694
barcode07.fasta	barcode59.fasta	97.3832	1536	1694
barcode07.fasta	barcode56.fasta	97.3779	1518	1694
barcode07.fasta	barcode01.fasta	97.3731	1538	1694
barcode07.fasta	barcode41.fasta	97.3701	1539	1694
barcode07.fasta	barcode60.fasta	97.3689	1541	1694
barcode07.fasta	barcode36.fasta	97.356	1524	1694
barcode07.fasta	barcode42.fasta	97.3538	1545	1694
barcode07.fasta	barcode92.fasta	97.3368	1539	1694
barcode07.fasta	barcode31.fasta	97.327	1529	1694
barcode07.fasta	barcode58.fasta	97.3246	1539	1694
barcode07.fasta	barcode91.fasta	97.3236	1511	1694
barcode07.fasta	barcode45.fasta	97.3212	1519	1694
barcode07.fasta	barcode69.fasta	97.3199	1522	1694
barcode07.fasta	barcode95.fasta	97.3046	1515	1694
barcode07.fasta	barcode53.fasta	97.3016	1534	1694
barcode07.fasta	barcode64.fasta	97.3014	1536	1694
barcode07.fasta	barcode49.fasta	97.2988	1517	1694
barcode07.fasta	barcode02.fasta	97.2986	1536	1694
barcode07.fasta	barcode93.fasta	97.2943	1534	1694
barcode07.fasta	barcode54.fasta	97.2922	1507	1694
barcode07.fasta	barcode62.fasta	97.2912	1516	1694
barcode07.fasta	barcode63.fasta	97.2863	1529	1694
barcode07.fasta	barcode70.fasta	97.2851	1525	1694
barcode07.fasta	barcode47.fasta	97.285	1520	1694
barcode07.fasta	barcode37.fasta	97.2832	1531	1694
barcode07.fasta	barcode44.fasta	97.2769	1528	1694
barcode07.fasta	barcode43.fasta	97.2754	1524	1694
barcode07.fasta	barcode96.fasta	97.2699	1520	1694
barcode07.fasta	barcode57.fasta	97.2698	1526	1694
barcode07.fasta	barcode14.fasta	97.2658	1527	1694
barcode07.fasta	barcode81.fasta	97.2635	1524	1694
barcode07.fasta	barcode66.fasta	97.2553	1508	1694
barcode07.fasta	barcode52.fasta	97.2427	1539	1694
barcode07.fasta	barcode65.fasta	97.2343	1512	1694
barcode07.fasta	barcode48.fasta	97.217	1539	1694
barcode07.fasta	barcode61.fasta	97.2154	1531	1694
barcode07.fasta	barcode46.fasta	97.215	1509	1694
barcode07.fasta	barcode15.fasta	97.1971	1540	1694
barcode07.fasta	barcode03.fasta	97.1946	1512	1694
barcode07.fasta	barcode51.fasta	97.1757	1521	1694
barcode07.fasta	barcode89.fasta	97.1714	1530	1694
barcode07.fasta	barcode32.fasta	97.1686	1520	1694
barcode07.fasta	barcode90.fasta	96.5829	1485	1694
barcode08.fasta	barcode08.fasta	100	1723	1723
barcode08.fasta	barcode73.fasta	99.8955	1697	1723
barcode08.fasta	barcode35.fasta	98.7121	1569	1723
barcode08.fasta	barcode29.fasta	98.7031	1569	1723
barcode08.fasta	barcode06.fasta	98.6999	1575	1723
barcode08.fasta	barcode24.fasta	98.6998	1577	1723
barcode08.fasta	barcode19.fasta	98.6886	1576	1723
barcode08.fasta	barcode23.fasta	98.6839	1581	1723
barcode08.fasta	barcode94.fasta	98.6838	1575	1723
barcode08.fasta	barcode82.fasta	98.6761	1579	1723
barcode08.fasta	barcode25.fasta	98.6747	1586	1723
barcode08.fasta	barcode78.fasta	98.6657	1569	1723
barcode08.fasta	barcode22.fasta	98.6604	1569	1723
barcode08.fasta	barcode76.fasta	98.6583	1584	1723
barcode08.fasta	barcode77.fasta	98.6547	1587	1723
barcode08.fasta	barcode16.fasta	98.652	1577	1723
barcode08.fasta	barcode39.fasta	98.6049	1582	1723
barcode08.fasta	barcode75.fasta	98.5853	1583	1723
barcode08.fasta	barcode68.fasta	98.576	1578	1723
barcode08.fasta	barcode67.fasta	98.5699	1574	1723
barcode08.fasta	barcode13.fasta	98.5672	1577	1723
barcode08.fasta	barcode72.fasta	98.4631	1552	1723
barcode08.fasta	barcode27.fasta	98.4601	1565	1723
barcode08.fasta	barcode07.fasta	98.4523	1554	1723
barcode08.fasta	barcode34.fasta	98.4327	1558	1723
barcode08.fasta	barcode17.fasta	98.4293	1566	1723
barcode08.fasta	barcode71.fasta	98.4245	1575	1723
barcode08.fasta	barcode50.fasta	98.4172	1560	1723
barcode08.fasta	barcode85.fasta	98.4102	1562	1723
barcode08.fasta	barcode11.fasta	98.4087	1571	1723
barcode08.fasta	barcode26.fasta	98.4039	1562	1723
barcode08.fasta	barcode20.fasta	98.387	1569	1723
barcode08.fasta	barcode87.fasta	98.3783	1570	1723
barcode08.fasta	barcode80.fasta	98.3313	1574	1723
barcode08.fasta	barcode38.fasta	98.3033	1556	1723
barcode08.fasta	barcode05.fasta	98.2899	1562	1723
barcode08.fasta	barcode74.fasta	98.2741	1566	1723
barcode08.fasta	barcode79.fasta	98.2703	1559	1723
barcode08.fasta	barcode33.fasta	98.2571	1562	1723
barcode08.fasta	barcode21.fasta	98.2105	1555	1723
barcode08.fasta	barcode30.fasta	98.2057	1573	1723
barcode08.fasta	barcode10.fasta	98.1512	1565	1723
barcode08.fasta	barcode86.fasta	98.1504	1565	1723
barcode08.fasta	barcode88.fasta	98.0912	1569	1723
barcode08.fasta	barcode84.fasta	98.0393	1556	1723
barcode08.fasta	barcode28.fasta	98.0185	1574	1723
barcode08.fasta	barcode12.fasta	98.0156	1576	1723
barcode08.fasta	barcode18.fasta	98.0101	1581	1723
barcode08.fasta	barcode40.fasta	97.8962	1563	1723
barcode08.fasta	barcode09.fasta	97.8448	1551	1723
barcode08.fasta	barcode83.fasta	97.3809	1532	1723
barcode08.fasta	barcode55.fasta	97.3796	1544	1723
barcode08.fasta	barcode02.fasta	97.3711	1527	1723
barcode08.fasta	barcode56.fasta	97.3581	1520	1723
barcode08.fasta	barcode58.fasta	97.3536	1555	1723
barcode08.fasta	barcode01.fasta	97.3465	1532	1723
barcode08.fasta	barcode46.fasta	97.3389	1512	1723
barcode08.fasta	barcode63.fasta	97.3345	1536	1723
barcode08.fasta	barcode60.fasta	97.3313	1544	1723
barcode08.fasta	barcode59.fasta	97.3312	1536	1723
barcode08.fasta	barcode70.fasta	97.327	1536	1723
barcode08.fasta	barcode64.fasta	97.3234	1531	1723
barcode08.fasta	barcode92.fasta	97.3149	1558	1723
barcode08.fasta	barcode41.fasta	97.3102	1555	1723
barcode08.fasta	barcode45.fasta	97.3081	1538	1723
barcode08.fasta	barcode47.fasta	97.3023	1524	1723
barcode08.fasta	barcode37.fasta	97.2995	1534	1723
barcode08.fasta	barcode53.fasta	97.2948	1525	1723
barcode08.fasta	barcode61.fasta	97.2942	1536	1723
barcode08.fasta	barcode44.fasta	97.2897	1532	1723
barcode08.fasta	barcode96.fasta	97.289	1535	1723
barcode08.fasta	barcode31.fasta	97.2866	1539	1723
barcode08.fasta	barcode04.fasta	97.2819	1553	1723
barcode08.fasta	barcode93.fasta	97.2819	1538	1723
barcode08.fasta	barcode69.fasta	97.2783	1530	1723
barcode08.fasta	barcode43.fasta	97.2781	1528	1723
barcode08.fasta	barcode15.fasta	97.2779	1541	1723
barcode08.fasta	barcode91.fasta	97.2777	1528	1723
barcode08.fasta	barcode81.fasta	97.277	1534	1723
barcode08.fasta	barcode49.fasta	97.2763	1535	1723
barcode08.fasta	barcode95.fasta	97.2728	1532	1723
barcode08.fasta	barcode52.fasta	97.272	1539	1723
barcode08.fasta	barcode62.fasta	97.2718	1534	1723
barcode08.fasta	barcode42.fasta	97.2632	1566	1723
barcode08.fasta	barcode36.fasta	97.2598	1545	1723
barcode08.fasta	barcode57.fasta	97.2557	1533	1723
barcode08.fasta	barcode14.fasta	97.2553	1531	1723
barcode08.fasta	barcode54.fasta	97.2313	1532	1723
barcode08.fasta	barcode66.fasta	97.2291	1534	1723
barcode08.fasta	barcode48.fasta	97.221	1532	1723
barcode08.fasta	barcode51.fasta	97.1969	1524	1723
barcode08.fasta	barcode65.fasta	97.1563	1528	1723
barcode08.fasta	barcode32.fasta	97.155	1526	1723
barcode08.fasta	barcode89.fasta	97.1543	1531	1723
barcode08.fasta	barcode03.fasta	97.1379	1528	1723
barcode08.fasta	barcode90.fasta	96.6271	1475	1723
barcode09.fasta	barcode09.fasta	100	1680	1681
barcode09.fasta	barcode40.fasta	99.9421	1678	1681
barcode09.fasta	barcode38.fasta	97.9654	1546	1681
barcode09.fasta	barcode05.fasta	97.9526	1537	1681
barcode09.fasta	barcode73.fasta	97.9292	1553	1681
barcode09.fasta	barcode72.fasta	97.9221	1537	1681
barcode09.fasta	barcode20.fasta	97.9152	1537	1681
barcode09.fasta	barcode08.fasta	97.907	1558	1681
barcode09.fasta	barcode79.fasta	97.9031	1532	1681
barcode09.fasta	barcode74.fasta	97.8849	1544	1681
barcode09.fasta	barcode71.fasta	97.8815	1552	1681
barcode09.fasta	barcode17.fasta	97.865	1560	1681
barcode09.fasta	barcode78.fasta	97.8594	1537	1681
barcode09.fasta	barcode82.fasta	97.8548	1539	1681
barcode09.fasta	barcode24.fasta	97.8516	1547	1681
barcode09.fasta	barcode10.fasta	97.8507	1553	1681
barcode09.fasta	barcode29.fasta	97.8402	1540	1681
barcode09.fasta	barcode26.fasta	97.839	1542	1681
barcode09.fasta	barcode87.fasta	97.8364	1555	1681
barcode09.fasta	barcode86.fasta	97.8363	1551	1681
barcode09.fasta	barcode22.fasta	97.8342	1543	1681
barcode09.fasta	barcode06.fasta	97.834	1538	1681
barcode09.fasta	barcode19.fasta	97.8334	1545	1681
barcode09.fasta	barcode13.fasta	97.8322	1543	1681
barcode09.fasta	barcode34.fasta	97.8304	1548	1681
barcode09.fasta	barcode30.fasta	97.8258	1538	1681
barcode09.fasta	barcode27.fasta	97.8219	1549	1681
barcode09.fasta	barcode50.fasta	97.8146	1548	1681
barcode09.fasta	barcode77.fasta	97.8135	1547	1681
barcode09.fasta	barcode07.fasta	97.8115	1550	1681
barcode09.fasta	barcode11.fasta	97.8084	1548	1681
barcode09.fasta	barcode16.fasta	97.8041	1550	1681
barcode09.fasta	barcode21.fasta	97.803	1546	1681
barcode09.fasta	barcode35.fasta	97.795	1541	1681
barcode09.fasta	barcode33.fasta	97.7934	1554	1681
barcode09.fasta	barcode94.fasta	97.7873	1545	1681
barcode09.fasta	barcode67.fasta	97.787	1554	1681
barcode09.fasta	barcode23.fasta	97.7856	1553	1681
barcode09.fasta	barcode85.fasta	97.7853	1552	1681
barcode09.fasta	barcode75.fasta	97.7836	1557	1681
barcode09.fasta	barcode68.fasta	97.7781	1553	1681
barcode09.fasta	barcode80.fasta	97.7746	1546	1681
barcode09.fasta	barcode39.fasta	97.7738	1560	1681
barcode09.fasta	barcode76.fasta	97.7662	1554	1681
barcode09.fasta	barcode88.fasta	97.7618	1554	1681
barcode09.fasta	barcode84.fasta	97.7548	1542	1681
barcode09.fasta	barcode25.fasta	97.7391	1558	1681
barcode09.fasta	barcode28.fasta	97.7254	1553	1681
barcode09.fasta	barcode12.fasta	97.7254	1557	1681
barcode09.fasta	barcode18.fasta	97.7224	1553	1681
barcode09.fasta	barcode55.fasta	97.4702	1529	1681
barcode09.fasta	barcode83.fasta	97.428	1528	1681
barcode09.fasta	barcode42.fasta	97.3799	1534	1681
barcode09.fasta	barcode04.fasta	97.3484	1547	1681
barcode09.fasta	barcode60.fasta	97.3344	1533	1681
barcode09.fasta	barcode01.fasta	97.3299	1525	1681
barcode09.fasta	barcode59.fasta	97.3229	1536	1681
barcode09.fasta	barcode93.fasta	97.3141	1526	1681
barcode09.fasta	barcode52.fasta	97.3063	1523	1681
barcode09.fasta	barcode92.fasta	97.3057	1536	1681
barcode09.fasta	barcode02.fasta	97.3022	1524	1681
barcode09.fasta	barcode46.fasta	97.3	1494	1681
barcode09.fasta	barcode69.fasta	97.2899	1526	1681
barcode09.fasta	barcode58.fasta	97.2865	1544	1681
barcode09.fasta	barcode15.fasta	97.2853	1520	1681
barcode09.fasta	barcode56.fasta	97.2813	1516	1681
barcode09.fasta	barcode63.fasta	97.2796	1525	1681
barcode09.fasta	barcode95.fasta	97.2785	1518	1681
barcode09.fasta	barcode45.fasta	97.2765	1521	1681
barcode09.fasta	barcode70.fasta	97.2751	1526	1681
barcode09.fasta	barcode41.fasta	97.2674	1547	1681
barcode09.fasta	barcode31.fasta	97.263	1529	1681
barcode09.fasta	barcode62.fasta	97.2624	1529	1681
barcode09.fasta	barcode54.fasta	97.259	1527	1681
barcode09.fasta	barcode49.fasta	97.2589	1532	1681
barcode09.fasta	barcode64.fasta	97.2564	1526	1681
barcode09.fasta	barcode37.fasta	97.2557	1529	1681
barcode09.fasta	barcode81.fasta	97.2548	1535	1681
barcode09.fasta	barcode96.fasta	97.248	1531	1681
barcode09.fasta	barcode53.fasta	97.2465	1525	1681
barcode09.fasta	barcode36.fasta	97.2445	1537	1681
barcode09.fasta	barcode47.fasta	97.2388	1527	1681
barcode09.fasta	barcode91.fasta	97.2353	1528	1681
barcode09.fasta	barcode14.fasta	97.2342	1531	1681
barcode09.fasta	barcode57.fasta	97.2334	1537	1681
barcode09.fasta	barcode43.fasta	97.2288	1527	1681
barcode09.fasta	barcode66.fasta	97.2191	1536	1681
barcode09.fasta	barcode44.fasta	97.2178	1540	1681
barcode09.fasta	barcode61.fasta	97.1911	1527	1681
barcode09.fasta	barcode48.fasta	97.1865	1543	1681
barcode09.fasta	barcode65.fasta	97.1513	1525	1681
barcode09.fasta	barcode03.fasta	97.1274	1517	1681
barcode09.fasta	barcode32.fasta	97.1267	1519	1681
barcode09.fasta	barcode51.fasta	97.1176	1519	1681
barcode09.fasta	barcode89.fasta	97.0932	1528	1681
barcode09.fasta	barcode90.fasta	96.5788	1487	1681
barcode10.fasta	barcode10.fasta	100	1708	1714
barcode10.fasta	barcode86.fasta	99.9955	1699	1714
barcode10.fasta	barcode88.fasta	99.7819	1645	1714
barcode10.fasta	barcode30.fasta	99.5387	1646	1714
barcode10.fasta	barcode33.fasta	99.4984	1646	1714
barcode10.fasta	barcode18.fasta	99.3782	1627	1714
barcode10.fasta	barcode84.fasta	99.3627	1631	1714
barcode10.fasta	barcode28.fasta	99.3516	1630	1714
barcode10.fasta	barcode12.fasta	99.3174	1637	1714
barcode10.fasta	barcode21.fasta	98.9167	1593	1714
barcode10.fasta	barcode87.fasta	98.8864	1616	1714
barcode10.fasta	barcode72.fasta	98.8816	1612	1714
barcode10.fasta	barcode20.fasta	98.8782	1612	1714
barcode10.fasta	barcode85.fasta	98.864	1602	1714
barcode10.fasta	barcode71.fasta	98.8411	1628	1714
barcode10.fasta	barcode34.fasta	98.8391	1610	1714
barcode10.fasta	barcode50.fasta	98.8337	1606	1714
barcode10.fasta	barcode17.fasta	98.8229	1620	1714
barcode10.fasta	barcode11.fasta	98.8183	1613	1714
barcode10.fasta	barcode27.fasta	98.8169	1609	1714
barcode10.fasta	barcode07.fasta	98.8077	1612	1714
barcode10.fasta	barcode26.fasta	98.7229	1595	1714
barcode10.fasta	barcode80.fasta	98.6899	1606	1714
barcode10.fasta	barcode78.fasta	98.5907	1596	1714
barcode10.fasta	barcode82.fasta	98.5753	1591	1714
barcode10.fasta	barcode67.fasta	98.5721	1590	1714
barcode10.fasta	barcode68.fasta	98.5717	1589	1714
barcode10.fasta	barcode06.fasta	98.5689	1582	1714
barcode10.fasta	barcode75.fasta	98.5611	1589	1714
barcode10.fasta	barcode74.fasta	98.5585	1601	1714
barcode10.fasta	barcode22.fasta	98.5573	1594	1714
barcode10.fasta	barcode39.fasta	98.5537	1583	1714
barcode10.fasta	barcode24.fasta	98.5439	1589	1714
barcode10.fasta	barcode35.fasta	98.5253	1586	1714
barcode10.fasta	barcode13.fasta	98.5246	1598	1714
barcode10.fasta	barcode94.fasta	98.5143	1590	1714
barcode10.fasta	barcode23.fasta	98.4991	1594	1714
barcode10.fasta	barcode29.fasta	98.4962	1597	1714
barcode10.fasta	barcode19.fasta	98.4954	1594	1714
