sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
barcode62_BREX_I_11	BREX	BREX_I	bc62_03676	bc62_03681	bc62_03676,bc62_03677,bc62_03678,bc62_03679,bc62_03680,bc62_03681	6	BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819
barcode62_CapRel_9	CapRel	CapRel	bc62_00474	bc62_00474	bc62_00474	1	CapRel__CapRel
barcode63_RM_Type_I_8	RM	RM_Type_I	bc63_02986	bc63_02990	bc63_02986,bc63_02987,bc63_02990	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode63_RM_Type_II_9	RM	RM_Type_II	bc63_03668	bc63_03670	bc63_03668,bc63_03670	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
barcode63_PsyrTA_2	PsyrTA	PsyrTA	bc63_00588	bc63_00589	bc63_00588,bc63_00589	2	PsyrTA__PsyrT,PsyrTA__PsyrA
barcode63_Wadjet_I_4	Wadjet	Wadjet_I	bc63_04078	bc63_04081	bc63_04078,bc63_04080,bc63_04081	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode63_SoFic_6	SoFIC	SoFic	bc63_00053	bc63_00053	bc63_00053	1	SoFic__SoFic
barcode63_SoFic_7	SoFIC	SoFic	bc63_00230	bc63_00230	bc63_00230	1	SoFic__SoFic
barcode63_AbiD_1	AbiD	AbiD	bc63_00343	bc63_00343	bc63_00343	1	AbiD__AbiD
barcode63_Shango_5	Shango	Shango	bc63_02412	bc63_02414	bc63_02412,bc63_02413,bc63_02414	3	Shango__SngC,Shango__SngB,Shango__SngA
barcode63_CAS_Class1-Subtype-I-F_10	CasFinder	CAS_Class1-Subtype-I-F	bc63_00251	bc63_00257	bc63_00251,bc63_00252,bc63_00253,bc63_00254,bc63_00255,bc63_00256,bc63_00257	7	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas5f_I-F_1,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode64_SoFic_17	SoFIC	SoFic	bc64_00056	bc64_00056	bc64_00056	1	SoFic__SoFic
barcode64_CBASS_II_16	CBASS	CBASS_II	bc64_00129	bc64_00131	bc64_00129,bc64_00130,bc64_00131	3	CBASS__Sensing_SAVED,CBASS__Cyclase_II,CBASS__AG_E1_ThiF
barcode64_SoFic_18	SoFIC	SoFic	bc64_00225	bc64_00225	bc64_00225	1	SoFic__SoFic
barcode64_DRT8_3	DRT	DRT8	bc64_02199	bc64_02200	bc64_02199,bc64_02200	2	DRT8__DRT8b,DRT8__DRT8
barcode64_Wadjet_I_5	Wadjet	Wadjet_I	bc64_04097	bc64_04100	bc64_04097,bc64_04099,bc64_04100	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode64_RM_Type_I_19	RM	RM_Type_I	bc64_02996	bc64_03000	bc64_02996,bc64_02997,bc64_03000	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode64_Lamassu-Mrr_2	Lamassu-Fam	Lamassu-Mrr	bc64_03783	bc64_03785	bc64_03783,bc64_03784,bc64_03785	3	Lamassu-Fam__LmuB_SMC_Mrr,Lamassu-Fam__LmuC_acc_Mrr,Lamassu-Fam__LmuA_effector_Mrr
barcode64_Gabija_1	Gabija	Gabija	bc64_03790	bc64_03791	bc64_03790,bc64_03791	2	Gabija__GajA,Gabija__GajB_2
barcode64_CAS_Class1-Subtype-I-F_20	CasFinder	CAS_Class1-Subtype-I-F	bc64_00245	bc64_00250	bc64_00245,bc64_00246,bc64_00247,bc64_00248,bc64_00249,bc64_00250	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode64_PD-T4-5_7	PD-T4-5	PD-T4-5	bc64_00985	bc64_00985	bc64_00985	1	PD-T4-5__PD-T4-5
barcode64_PARIS_II_merge_6	Paris	PARIS_II_merge	bc64_02017	bc64_02017	bc64_02017	1	Paris_II_merge__AAA_21_DUF4435
barcode64_Detocs_8	Detocs	Detocs	bc64_02018	bc64_02020	bc64_02018,bc64_02019,bc64_02020	3	Detocs__dtcC,Detocs__dtcB,Detocs__dtcA
barcode64_Shango_12	Shango	Shango	bc64_02452	bc64_02454	bc64_02452,bc64_02453,bc64_02454	3	Shango__SngA,Shango__SngB,Shango__SngC
barcode64_SspBCDE_13	SspBCDE	SspBCDE	bc64_03370	bc64_03373	bc64_03370,bc64_03372,bc64_03373	3	SspBCDE__SspD,SspBCDE__SspC,SspBCDE__SspB
barcode65_Wadjet_I_2	Wadjet	Wadjet_I	bc65_04072	bc65_04075	bc65_04072,bc65_04074,bc65_04075	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode65_SoFic_3	SoFIC	SoFic	bc65_00232	bc65_00232	bc65_00232	1	SoFic__SoFic
barcode65_CAS_Class1-Subtype-I-F_7	CasFinder	CAS_Class1-Subtype-I-F	bc65_00250	bc65_00255	bc65_00250,bc65_00251,bc65_00252,bc65_00253,bc65_00254,bc65_00255	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode65_RM_Type_II_6	RM	RM_Type_II	bc65_00989	bc65_00993	bc65_00989,bc65_00992,bc65_00993	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases,RM_Type_II__Type_II_REases
barcode65_PrrC_4	PrrC	PrrC	bc65_02988	bc65_02992	bc65_02988,bc65_02990,bc65_02992	3	RM__Type_I_MTases,PrrC__PrrC,RM__Type_I_REases
barcode66_CapRel_7	CapRel	CapRel	bc66_00489	bc66_00489	bc66_00489	1	CapRel__CapRel
barcode66_Hna_8	Hna	Hna	bc66_00029	bc66_00029	bc66_00029	1	Hna__Hna
barcode66_RosmerTA_9	RosmerTA	RosmerTA	bc66_02234	bc66_02235	bc66_02234,bc66_02235	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
barcode66_Shango_10	Shango	Shango	bc66_02490	bc66_02492	bc66_02490,bc66_02491,bc66_02492	3	Shango__SngA,Shango__SngB,Shango__SngC
barcode66_SoFic_11	SoFIC	SoFic	bc66_00244	bc66_00244	bc66_00244	1	SoFic__SoFic
barcode66_Septu_4	Septu	Septu	bc66_00596	bc66_00597	bc66_00596,bc66_00597	2	Septu__PtuA,Septu__PtuB
barcode66_Wadjet_I_6	Wadjet	Wadjet_I	bc66_04112	bc66_04116	bc66_04112,bc66_04113,bc66_04115,bc66_04116	4	Wadjet__JetD_I,Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode66_RM_Type_I_12	RM	RM_Type_I	bc66_03046	bc66_03049	bc66_03046,bc66_03047,bc66_03049	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode66_Gabija_2	Gabija	Gabija	bc66_00030	bc66_00031	bc66_00030,bc66_00031	2	Gabija__GajA,Gabija__GajB_2
barcode66_AbiD_1	AbiD	AbiD	bc66_00355	bc66_00355	bc66_00355	1	AbiD__AbiD
barcode66_Gabija_3	Gabija	Gabija	bc66_02229	bc66_02230	bc66_02229,bc66_02230	2	Gabija__GajB_2,Gabija__GajA
barcode67_SoFic_8	SoFIC	SoFic	bc67_00054	bc67_00054	bc67_00054	1	SoFic__SoFic
barcode67_SoFic_9	SoFIC	SoFic	bc67_00224	bc67_00224	bc67_00224	1	SoFic__SoFic
barcode67_Retron_XII_7	Retron	Retron_XII	bc67_00586	bc67_00586	bc67_00586	1	Retron_XII__RT_12
barcode67_pAgo_S1B_10	pAgo	pAgo_S1B	bc67_03086	bc67_03087	bc67_03086,bc67_03087	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
barcode67_Wadjet_I_6	Wadjet	Wadjet_I	bc67_04356	bc67_04359	bc67_04356,bc67_04358,bc67_04359	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode67_RM_Type_I_11	RM	RM_Type_I	bc67_01198	bc67_01201	bc67_01198,bc67_01199,bc67_01201	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode67_RM_Type_IIG_13	RM	RM_Type_IIG	bc67_02112	bc67_02112	bc67_02112	1	RM_Type_IIG__Type_IIG
barcode67_RM_Type_I_12	RM	RM_Type_I	bc67_03257	bc67_03260	bc67_03257,bc67_03260	2	RM__Type_I_REases,RM__Type_I_MTases
barcode67_AbiD_1	AbiD	AbiD	bc67_00333	bc67_00333	bc67_00333	1	AbiD__AbiD
barcode67_AbiV_2	AbiV	AbiV	bc67_00349	bc67_00349	bc67_00349	1	AbiV__AbiV
barcode67_Gao_Ppl_4	Gao_Ppl	Gao_Ppl	bc67_00534	bc67_00534	bc67_00534	1	Gao_Ppl__PplA
barcode67_Gabija_3	Gabija	Gabija	bc67_02079	bc67_02080	bc67_02079,bc67_02080	2	Gabija__GajA,Gabija__GajB_2
barcode68_AbiD_1	AbiD	AbiD	bc68_00334	bc68_00334	bc68_00334	1	AbiD__AbiD
barcode68_AbiV_2	AbiV	AbiV	bc68_00350	bc68_00350	bc68_00350	1	AbiV__AbiV
barcode68_Gao_Ppl_4	Gao_Ppl	Gao_Ppl	bc68_00535	bc68_00535	bc68_00535	1	Gao_Ppl__PplA
barcode68_Gabija_3	Gabija	Gabija	bc68_02080	bc68_02081	bc68_02080,bc68_02081	2	Gabija__GajA,Gabija__GajB_2
barcode68_Wadjet_I_6	Wadjet	Wadjet_I	bc68_04356	bc68_04359	bc68_04356,bc68_04358,bc68_04359	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode68_RM_Type_I_11	RM	RM_Type_I	bc68_01198	bc68_01201	bc68_01198,bc68_01199,bc68_01201	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode68_RM_Type_IIG_13	RM	RM_Type_IIG	bc68_02113	bc68_02113	bc68_02113	1	RM_Type_IIG__Type_IIG
barcode68_RM_Type_I_12	RM	RM_Type_I	bc68_03257	bc68_03260	bc68_03257,bc68_03260	2	RM__Type_I_REases,RM__Type_I_MTases
barcode68_SoFic_8	SoFIC	SoFic	bc68_00054	bc68_00054	bc68_00054	1	SoFic__SoFic
barcode68_SoFic_9	SoFIC	SoFic	bc68_00225	bc68_00225	bc68_00225	1	SoFic__SoFic
barcode68_Retron_XII_7	Retron	Retron_XII	bc68_00587	bc68_00587	bc68_00587	1	Retron_XII__RT_12
barcode68_pAgo_S1B_10	pAgo	pAgo_S1B	bc68_03086	bc68_03087	bc68_03086,bc68_03087	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
barcode69_Mokosh_TypeII_4	Mokosh	Mokosh_TypeII	bc69_00569	bc69_00569	bc69_00569	1	Mokosh_TypeII__MkoC
barcode69_Shango_5	Shango	Shango	bc69_01740	bc69_01742	bc69_01740,bc69_01741,bc69_01742	3	Shango__SngC,Shango__SngB,Shango__SngA
barcode69_RM_Type_I_8	RM	RM_Type_I	bc69_01200	bc69_01204	bc69_01200,bc69_01203,bc69_01204	3	RM__Type_I_REases,RM__Type_I_MTases,RM__Type_I_S
barcode69_RM_Type_IIG_9	RM	RM_Type_IIG	bc69_02264	bc69_02264	bc69_02264	1	RM_Type_IIG__Type_IIG
barcode69_CBASS_I_7	CBASS	CBASS_I	bc69_00058	bc69_00059	bc69_00058,bc69_00059	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
barcode69_Wadjet_I_3	Wadjet	Wadjet_I	bc69_04078	bc69_04082	bc69_04078,bc69_04081,bc69_04082	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode69_CAS_Class1-Subtype-I-F_10	CasFinder	CAS_Class1-Subtype-I-F	bc69_00240	bc69_00245	bc69_00240,bc69_00241,bc69_00242,bc69_00243,bc69_00244,bc69_00245	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode69_Gabija_1	Gabija	Gabija	bc69_03626	bc69_03627	bc69_03626,bc69_03627	2	Gabija__GajB_1,Gabija__GajA
barcode70_Shango_5	Shango	Shango	bc70_02417	bc70_02419	bc70_02417,bc70_02418,bc70_02419	3	Shango__SngC,Shango__SngB,Shango__SngA
barcode70_AbiD_1	AbiD	AbiD	bc70_00341	bc70_00341	bc70_00341	1	AbiD__AbiD
barcode70_CAS_Class1-Subtype-I-F_10	CasFinder	CAS_Class1-Subtype-I-F	bc70_00250	bc70_00256	bc70_00250,bc70_00251,bc70_00252,bc70_00253,bc70_00254,bc70_00255,bc70_00256	7	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas5f_I-F_1,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode70_PsyrTA_2	PsyrTA	PsyrTA	bc70_00587	bc70_00588	bc70_00587,bc70_00588	2	PsyrTA__PsyrT,PsyrTA__PsyrA
barcode70_Wadjet_I_4	Wadjet	Wadjet_I	bc70_04082	bc70_04085	bc70_04082,bc70_04084,bc70_04085	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode70_RM_Type_I_8	RM	RM_Type_I	bc70_02990	bc70_02994	bc70_02990,bc70_02991,bc70_02994	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode70_RM_Type_II_9	RM	RM_Type_II	bc70_03671	bc70_03673	bc70_03671,bc70_03673	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
barcode70_SoFic_6	SoFIC	SoFic	bc70_00054	bc70_00054	bc70_00054	1	SoFic__SoFic
barcode70_SoFic_7	SoFIC	SoFic	bc70_00229	bc70_00229	bc70_00229	1	SoFic__SoFic
barcode71_RosmerTA_7	RosmerTA	RosmerTA	bc71_02098	bc71_02099	bc71_02098,bc71_02099	2	RosmerTA__RmrT_2634932349,RosmerTA__RmrA_2634932349
barcode71_Zorya_TypeI_8	Zorya	Zorya_TypeI	bc71_02822	bc71_02825	bc71_02822,bc71_02823,bc71_02824,bc71_02825	4	Zorya_TypeI__ZorD,Zorya_TypeI__ZorC,Zorya__ZorB,Zorya__ZorA
barcode71_PrrC_16	PrrC	PrrC	bc71_00471	bc71_00475	bc71_00471,bc71_00472,bc71_00473,bc71_00475	4	RM__Type_I_REases,RM__Type_I_S,PrrC__PrrC,RM__Type_I_MTases
barcode71_RM_Type_I_18	RM	RM_Type_I	bc71_01214	bc71_01217	bc71_01214,bc71_01215,bc71_01217	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode71_RM_Type_IIG_20	RM	RM_Type_IIG	bc71_02100	bc71_02100	bc71_02100	1	RM_Type_IIG__Type_IIG
barcode71_RM_Type_I_19	RM	RM_Type_I	bc71_03220	bc71_03223	bc71_03220,bc71_03221,bc71_03223	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode71_Wadjet_I_6	Wadjet	Wadjet_I	bc71_04318	bc71_04321	bc71_04318,bc71_04320,bc71_04321	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode71_SoFic_14	SoFIC	SoFic	bc71_00054	bc71_00054	bc71_00054	1	SoFic__SoFic
barcode71_SoFic_15	SoFIC	SoFic	bc71_00222	bc71_00222	bc71_00222	1	SoFic__SoFic
barcode71_Retron_XII_13	Retron	Retron_XII	bc71_00588	bc71_00588	bc71_00588	1	Retron_XII__RT_12
barcode71_Retron_III_12	Retron	Retron_III	bc71_02452	bc71_02453	bc71_02452,bc71_02453	2	Retron_III__PRTase_WH,Retron__RT_Tot
barcode71_CBASS_III_11	CBASS	CBASS_III	bc71_02457	bc71_02461	bc71_02457,bc71_02458,bc71_02459,bc71_02461	4	CBASS__Cyclase_II,CBASS__bacHORMA_1,CBASS__TRIP13,CBASS__Effector_TIR
barcode71_AbiD_1	AbiD	AbiD	bc71_00330	bc71_00330	bc71_00330	1	AbiD__AbiD
barcode71_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc71_00537	bc71_00537	bc71_00537	1	Gao_Ppl__PplA
barcode71_AbiE_2	AbiE	AbiE	bc71_01045	bc71_01046	bc71_01045,bc71_01046	2	AbiEii__AbiEii,AbiEii__AbiEi_3
barcode71_Lamassu-Cap4_nuclease_4	Lamassu-Fam	Lamassu-Cap4_nuclease	bc71_02670	bc71_02672	bc71_02670,bc71_02671,bc71_02672	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
barcode72_AbiD_1	AbiD	AbiD	bc72_00330	bc72_00330	bc72_00330	1	AbiD__AbiD
barcode72_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc72_00542	bc72_00542	bc72_00542	1	Gao_Ppl__PplA
barcode72_AbiE_2	AbiE	AbiE	bc72_01077	bc72_01078	bc72_01077,bc72_01078	2	AbiEii__AbiEii,AbiEii__AbiEi_3
barcode72_Lamassu-Cap4_nuclease_4	Lamassu-Fam	Lamassu-Cap4_nuclease	bc72_02580	bc72_02582	bc72_02580,bc72_02581,bc72_02582	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
barcode72_Wadjet_I_6	Wadjet	Wadjet_I	bc72_04217	bc72_04220	bc72_04217,bc72_04219,bc72_04220	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode72_SoFic_9	SoFIC	SoFic	bc72_00057	bc72_00057	bc72_00057	1	SoFic__SoFic
barcode72_SoFic_10	SoFIC	SoFic	bc72_00223	bc72_00223	bc72_00223	1	SoFic__SoFic
barcode72_Retron_XII_8	Retron	Retron_XII	bc72_00593	bc72_00593	bc72_00593	1	Retron_XII__RT_12
barcode72_PrrC_11	PrrC	PrrC	bc72_00475	bc72_00479	bc72_00475,bc72_00476,bc72_00477,bc72_00479	4	RM__Type_I_REases,RM__Type_I_S,PrrC__PrrC,RM__Type_I_MTases
barcode72_RM_Type_I_13	RM	RM_Type_I	bc72_01246	bc72_01249	bc72_01246,bc72_01247,bc72_01249	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode72_Zorya_TypeI_7	Zorya	Zorya_TypeI	bc72_02733	bc72_02739	bc72_02733,bc72_02736,bc72_02737,bc72_02738,bc72_02739	5	Zorya_TypeI__ZorD,Zorya_TypeI__ZorD,Zorya_TypeI__ZorC,Zorya__ZorB,Zorya__ZorA
barcode73_Gao_Her_SIR_6	Gao_Her	Gao_Her_SIR	bc73_03291	bc73_03292	bc73_03291,bc73_03292	2	Gao_Her_SIR__HerA_SIR2,Gao_Her_SIR__SIR2
barcode73_Shango_7	Shango	Shango	bc73_00978	bc73_00979	bc73_00978,bc73_00979	2	Shango__SngB,Shango__SngA
barcode73_PrrC_10	PrrC	PrrC	bc73_00472	bc73_00477	bc73_00472,bc73_00475,bc73_00477	3	RM__Type_I_REases,PrrC__PrrC,RM__Type_I_MTases
barcode73_RM_Type_III_14	RM	RM_Type_III	bc73_00538	bc73_00539	bc73_00538,bc73_00539	2	RM_Type_III__Type_III_MTases,RM_Type_III__Type_III_REases
barcode73_RM_Type_I_12	RM	RM_Type_I	bc73_01199	bc73_01202	bc73_01199,bc73_01200,bc73_01202	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode73_RM_Type_I_13	RM	RM_Type_I	bc73_03146	bc73_03149	bc73_03146,bc73_03147,bc73_03149	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode73_AbiV_2	AbiV	AbiV	bc73_00352	bc73_00352	bc73_00352	1	AbiV__AbiV
barcode73_Gabija_3	Gabija	Gabija	bc73_02311	bc73_02312	bc73_02311,bc73_02312	2	Gabija__GajB_2,Gabija__GajA
barcode73_AbiH_1	AbiH	AbiH	bc73_02324	bc73_02324	bc73_02324	1	AbiH__AbiH
barcode73_SoFic_8	SoFIC	SoFic	bc73_00054	bc73_00054	bc73_00054	1	SoFic__SoFic
barcode73_SoFic_9	SoFIC	SoFic	bc73_00231	bc73_00231	bc73_00231	1	SoFic__SoFic
barcode73_Wadjet_I_5	Wadjet	Wadjet_I	bc73_04362	bc73_04365	bc73_04362,bc73_04364,bc73_04365	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode74_SoFic_11	SoFIC	SoFic	bc74_00055	bc74_00055	bc74_00055	1	SoFic__SoFic
barcode74_SoFic_12	SoFIC	SoFic	bc74_00228	bc74_00228	bc74_00228	1	SoFic__SoFic
barcode74_Retron_XII_10	Retron	Retron_XII	bc74_00579	bc74_00579	bc74_00579	1	Retron_XII__RT_12
barcode74_Pycsar_9	Pycsar	Pycsar	bc74_02580	bc74_02581	bc74_02580,bc74_02581	2	Pycsar__AG_cyclase,CBASS__Effector_TIR
barcode74_PsyrTA_5	PsyrTA	PsyrTA	bc74_01900	bc74_01901	bc74_01900,bc74_01901	2	PsyrTA__PsyrT,PsyrTA__PsyrA
barcode74_Wadjet_I_7	Wadjet	Wadjet_I	bc74_04252	bc74_04255	bc74_04252,bc74_04254,bc74_04255	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode74_AbiD_1	AbiD	AbiD	bc74_00338	bc74_00338	bc74_00338	1	AbiD__AbiD
barcode74_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc74_00531	bc74_00531	bc74_00531	1	Gao_Ppl__PplA
barcode74_Gabija_2	Gabija	Gabija	bc74_02021	bc74_02022	bc74_02021,bc74_02022	2	Gabija__GajA,Gabija__GajB_2
barcode74_RloC_4	RloC	RloC	bc74_02577	bc74_02577	bc74_02577	1	RloC__RloC
barcode74_PD-T7-5_8	PD-T7-5	PD-T7-5	bc74_00136	bc74_00136	bc74_00136	1	PD-T7-5__PD-T7-5
barcode74_RM_Type_I_13	RM	RM_Type_I	bc74_01155	bc74_01158	bc74_01155,bc74_01156,bc74_01158	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode74_RM_Type_IIG_15	RM	RM_Type_IIG	bc74_02053	bc74_02053	bc74_02053	1	RM_Type_IIG__Type_IIG
barcode74_RM_Type_IIG_16	RM	RM_Type_IIG	bc74_02568	bc74_02568	bc74_02568	1	RM_Type_IIG__Type_IIG
barcode74_RM_Type_I_14	RM	RM_Type_I	bc74_03146	bc74_03152	bc74_03146,bc74_03152	2	RM__Type_I_REases,RM__Type_I_MTases
barcode75_RM_Type_I_11	RM	RM_Type_I	bc75_01196	bc75_01199	bc75_01196,bc75_01197,bc75_01199	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode75_RM_Type_IIG_13	RM	RM_Type_IIG	bc75_02110	bc75_02110	bc75_02110	1	RM_Type_IIG__Type_IIG
barcode75_RM_Type_I_12	RM	RM_Type_I	bc75_03257	bc75_03260	bc75_03257,bc75_03260	2	RM__Type_I_REases,RM__Type_I_MTases
barcode75_AbiD_1	AbiD	AbiD	bc75_00331	bc75_00331	bc75_00331	1	AbiD__AbiD
barcode75_AbiV_2	AbiV	AbiV	bc75_00347	bc75_00347	bc75_00347	1	AbiV__AbiV
barcode75_Gao_Ppl_4	Gao_Ppl	Gao_Ppl	bc75_00532	bc75_00532	bc75_00532	1	Gao_Ppl__PplA
barcode75_Gabija_3	Gabija	Gabija	bc75_02077	bc75_02078	bc75_02077,bc75_02078	2	Gabija__GajA,Gabija__GajB_2
barcode75_Wadjet_I_6	Wadjet	Wadjet_I	bc75_04359	bc75_04362	bc75_04359,bc75_04361,bc75_04362	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode75_SoFic_8	SoFIC	SoFic	bc75_00054	bc75_00054	bc75_00054	1	SoFic__SoFic
barcode75_SoFic_9	SoFIC	SoFic	bc75_00221	bc75_00221	bc75_00221	1	SoFic__SoFic
barcode75_Retron_XII_7	Retron	Retron_XII	bc75_00585	bc75_00585	bc75_00585	1	Retron_XII__RT_12
barcode75_pAgo_S1B_10	pAgo	pAgo_S1B	bc75_03087	bc75_03088	bc75_03087,bc75_03088	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
barcode76_AbiV_1	AbiV	AbiV	bc76_00349	bc76_00349	bc76_00349	1	AbiV__AbiV
barcode76_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc76_00532	bc76_00532	bc76_00532	1	Gao_Ppl__PplA
barcode76_Gabija_2	Gabija	Gabija	bc76_02385	bc76_02386	bc76_02385,bc76_02386	2	Gabija__GajB_2,Gabija__GajA
barcode76_Wadjet_I_5	Wadjet	Wadjet_I	bc76_04328	bc76_04331	bc76_04328,bc76_04330,bc76_04331	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode76_SoFic_7	SoFIC	SoFic	bc76_00057	bc76_00057	bc76_00057	1	SoFic__SoFic
barcode76_SoFic_8	SoFIC	SoFic	bc76_00226	bc76_00226	bc76_00226	1	SoFic__SoFic
barcode76_Retron_XII_6	Retron	Retron_XII	bc76_00582	bc76_00582	bc76_00582	1	Retron_XII__RT_12
barcode76_pAgo_S1B_9	pAgo	pAgo_S1B	bc76_03070	bc76_03071	bc76_03070,bc76_03071	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
barcode76_RM_Type_III_13	RM	RM_Type_III	bc76_01021	bc76_01022	bc76_01021,bc76_01022	2	RM_Type_III__Type_III_MTases,RM_Type_III__Type_III_REases
barcode76_RM_Type_I_10	RM	RM_Type_I	bc76_01201	bc76_01204	bc76_01201,bc76_01202,bc76_01204	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode76_RM_Type_IIG_12	RM	RM_Type_IIG	bc76_02352	bc76_02352	bc76_02352	1	RM_Type_IIG__Type_IIG
barcode76_RM_Type_I_11	RM	RM_Type_I	bc76_03242	bc76_03245	bc76_03242,bc76_03243,bc76_03245	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode77_Wadjet_I_6	Wadjet	Wadjet_I	bc77_04331	bc77_04334	bc77_04331,bc77_04333,bc77_04334	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode77_SoFic_8	SoFIC	SoFic	bc77_00057	bc77_00057	bc77_00057	1	SoFic__SoFic
barcode77_SoFic_9	SoFIC	SoFic	bc77_00228	bc77_00228	bc77_00228	1	SoFic__SoFic
barcode77_Retron_XII_7	Retron	Retron_XII	bc77_00586	bc77_00586	bc77_00586	1	Retron_XII__RT_12
barcode77_pAgo_S1B_10	pAgo	pAgo_S1B	bc77_03078	bc77_03079	bc77_03078,bc77_03079	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
barcode77_AbiV_1	AbiV	AbiV	bc77_00351	bc77_00351	bc77_00351	1	AbiV__AbiV
barcode77_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc77_00536	bc77_00536	bc77_00536	1	Gao_Ppl__PplA
barcode77_RloC_4	RloC	RloC	bc77_01072	bc77_01072	bc77_01072	1	RloC__RloC
barcode77_Gabija_2	Gabija	Gabija	bc77_02428	bc77_02429	bc77_02428,bc77_02429	2	Gabija__GajB_2,Gabija__GajA
barcode77_RM_Type_I_11	RM	RM_Type_I	bc77_01244	bc77_01247	bc77_01244,bc77_01245,bc77_01247	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
